Image_Name,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25
000c1434d8d7,0.04255393794137863,0.017560110263290036,0.017913708610505265,0.01888046308718552,0.012169082024335077,0.010532252128868613,0.008394503372649737,0.010117221709802898,0.011712854267985743,0.013449838820876693,0.013643015027856772,0.014987824221588468,0.013648401252165938,0.02602041291668958,0.011963968779696847,0.022931631635828016,0.013226092151601351,0.02569374569102018,0.01673558122309775,0.019483283488922146,0.020897822451413042,0.025639301153408612,0.02564818114483724,0.01902734687983277,0.23356983225259131,0.33359958750255725
001639a390f0,0.028919657331320504,0.012540877075297488,0.01421541054092811,0.01861435449158674,0.009887215374438525,0.008725828954478418,0.007302555574188874,0.01005884668418194,0.012545681005086743,0.015145771610114003,0.01689381975888324,0.020146953667989347,0.0185319598170195,0.03925873325320904,0.01720272700169539,0.03449367162315712,0.01873590847261791,0.03539622812901732,0.02268226400767664,0.024502371103284716,0.02449261767007623,0.0281385092328615,0.02578633051968584,0.017348591778932797,0.24717456141576402,0.27125855390649356
0024cdab0c1e,0.055558469649341,0.02269599559007484,0.022245370723593328,0.019527554399242676,0.012832556382945951,0.01004917294839296,0.007364736243781678,0.007411706137272079,0.0075311574907679715,0.007477988525040258,0.007648463011566332,0.008792430265205637,0.00888064783165969,0.016464735862300094,0.008096465193639749,0.015496965315713611,0.009724198507644655,0.017699781792656823,0.01336496131778892,0.01768333040864242,0.021589222769859404,0.027343392361216426,0.029213604770042333,0.022619460890529568,0.20508915219580187,0.3975984794152559
002c21358ce6,0.057619954648520856,0.022604081632651013,0.022118820861676002,0.018689342403626425,0.012870748299318563,0.010149659863944659,0.008607709750566114,0.009289795918366506,0.010100680272107929,0.012069841269840176,0.014678458049885292,0.019295238095236346,0.019263492063490317,0.025222675736959167,0.013209070294783383,0.01757551020408004,0.01054693877550925,0.017113832199544935,0.011943764172334519,0.013852154195010083,0.016675736961449736,0.02226213151927236,0.025585487528342353,0.02204353741496399,0.17290068027209318,0.3937106575963362
005b95c28852,0.036239306131997544,0.018997510274250697,0.012972513834635003,0.007444063822428149,0.004409472147623558,0.0029271443684894902,0.0022087097167968047,0.0020065307617186862,0.0018116633097330153,0.001863161722818951,0.001983324686686135,0.002504666646321535,0.0030717849731444337,0.004836718241373544,0.001996676127115822,0.004094441731770703,0.0018294652303059314,0.004273096720377468,0.0023571650187173727,0.003173828124999899,0.004624366760253759,0.008226076761881248,0.013420104980468323,0.018216133117675202,0.5546795527140123,0.2798325220743726
0083ee8054ee,0.06308051053905976,0.031789737942259706,0.021976258601592056,0.01488399369353406,0.00949699275011896,0.0069923577897442486,0.005535036833336615,0.005530018667576564,0.005611335762733759,0.0059846188657484865,0.006610406945871251,0.00790931353317181,0.009282466163876764,0.009149712869679043,0.007219771938052029,0.007591914548848563,0.006974338012696792,0.008276209879764653,0.007993824006539947,0.009844500729002514,0.014622592877124113,0.022609573930354898,0.03260678656737352,0.02734375712807605,0.13080430704605067,0.5202796623778017
0097f532ac9f,0.057923503306688176,0.03555440920852518,0.018162517978001357,0.012318779374594217,0.009099710615348732,0.007425644879407128,0.0062619096860972575,0.006841902518577791,0.007387557565127188,0.00876738399748646,0.011402710395902608,0.015255844133290302,0.016827291198633104,0.015619943070318743,0.011365609799609194,0.00929152859192957,0.007603254116981977,0.007411238796803835,0.007172847731258927,0.009115103415938552,0.011458755977537337,0.017952939077663037,0.02665381828285758,0.035852595384053616,0.08680414674153974,0.5404690541558087
00a8624548a9,0.02920032328991703,0.012297477965975188,0.01392470000186314,0.0179780521549553,0.010491054791584993,0.009717039800994883,0.008372230607263187,0.01110129944845047,0.013782037844485237,0.01694360594033553,0.019492017906720793,0.02422519891180765,0.02319948711498653,0.04062712537499708,0.01969043476438006,0.033192243371158704,0.01903418884044171,0.03350420766020038,0.021840120558257084,0.023520476969086806,0.023861701557753953,0.026971154294072316,0.024362038123986456,0.0163452983211282,0.23883566716976568,0.2674908172154171
00b74780d31d,0.06858064959197104,0.042784091895808056,0.01952596489178428,0.011150702622143627,0.006818813317693061,0.004677240599734994,0.0034304237519595547,0.0033621428672918905,0.0032003211175014724,0.0033205033682604536,0.003762158339029911,0.004894910587562837,0.006070486396711031,0.005215791276781397,0.0037836687911361987,0.003640397339492487,0.0032877443311077593,0.003726439147917636,0.004194932847920626,0.0062855909177739035,0.009235088323100228,0.016906031293957954,0.028223489255824633,0.04265325309079458,0.1013836943668645,0.5898854696698562
00cb6555d108,0.050453056810204185,0.020974799340799696,0.02078882717368034,0.01873049676503755,0.013054530854212768,0.010715334788048696,0.00827981467635101,0.008879455702383283,0.009686050370799658,0.010616864909817551,0.011578197958311439,0.014234023560288975,0.01446696562089873,0.022305930890834758,0.012201681569871836,0.018973452711569114,0.012013801995910234,0.020123380611590448,0.01457807206945978,0.01791221922971239,0.020986005355997914,0.026165568636127186,0.027563936277351556,0.02120607242042248,0.19549751846369356,0.378013941236601
00cc2b75cddd,0.056037188208611706,0.022357369614510444,0.0224943310657576,0.018524263038547074,0.012757369614511316,0.010441723356008124,0.00848435374149583,0.00926077097505585,0.010402721088434432,0.01251882086167687,0.016119727891155,0.022128798185939037,0.022223129251698667,0.027962811791380687,0.015333333333331945,0.01806712018140426,0.011258956916098753,0.017056689342402082,0.012461678004534018,0.014740136054420433,0.017540136054420178,0.023249886621313085,0.02605986394557587,0.02167346938775314,0.15754104308388595,0.39330430838998703
00e4ddff966a,0.03804871326334331,0.01600409710989677,0.017003339869380373,0.017518578142643095,0.013683975112155196,0.01305500770592333,0.011504524369029542,0.013649880214849981,0.01606060403759842,0.018971545304726865,0.022485465559861518,0.029471104693746055,0.0315859420300905,0.0369898640400394,0.023011194570756614,0.025713990066224553,0.01789219145786877,0.023079384365367044,0.01764232116153405,0.019822248756370266,0.02092353778191423,0.023652798547318384,0.022930845057526843,0.01658299508651958,0.17586004974516625,0.3168558019501252
00f6c1be5a33,0.05934693877550483,0.023333333333331218,0.02254331065759433,0.017649886621313594,0.011953741496597557,0.009024036281178321,0.007356009070294118,0.008153287981858671,0.009197278911563793,0.01082267573696047,0.01305396825396707,0.016681179138320484,0.016203174603173134,0.02232471655328596,0.012231292517005695,0.01548662131519134,0.009278911564625009,0.01451791383219823,0.009788662131518388,0.011994557823128166,0.014569614512470335,0.020683900226755494,0.02520634920634692,0.023025850340133967,0.19153560090701213,0.4040371882085802
0104b032c141,0.04203066347239501,0.017362647633289176,0.017657103564561485,0.0174372749259922,0.013234542374950092,0.012245790353098862,0.011024573122348441,0.013014713736380804,0.015655995361186188,0.018707607882930553,0.0221809957426674,0.027364850688191736,0.027512913144321374,0.03160740035706581,0.01951825579088671,0.022531243324075516,0.015515562532425546,0.020301246299630243,0.015552995391704698,0.018056705298012815,0.01978410061952527,0.023333069475386266,0.02371240501113869,0.018127279351176057,0.18673894466993787,0.32979111987669735
0124dffecf29,0.028791552536940348,0.012749047366165243,0.013551012493711023,0.01642419922857598,0.011383712290606725,0.011086596511822746,0.009893329466897577,0.012601435705368107,0.015713508767026065,0.019454314336556634,0.02380187079583322,0.031662555667355645,0.03264197504984394,0.04375448366780267,0.024890907121694537,0.03132729959751757,0.01982465365121927,0.03019881281793237,0.020280735833938624,0.021282573555443447,0.020768553067993065,0.023676095179532702,0.02121997689455314,0.014740203476996824,0.22329044151899355,0.2649901533996645
0125fbd2e791,0.057938321995459605,0.022391836734691847,0.02206167800453315,0.017626303854873685,0.01193015873015765,0.00908662131519192,0.0075718820861671145,0.00835011337868405,0.009299773242629542,0.011092063492062487,0.014106122448978313,0.019482086167798687,0.019417687074828174,0.024727437641721115,0.01308117913832081,0.015561904761903353,0.00930521541950029,0.01417868480725495,0.009686167800452637,0.011236281179137305,0.013952834467118917,0.019930158730156924,0.02439002267573475,0.02202993197278712,0.19944852607707944,0.3921170068026856
012a242ac6ff,0.06479336696666387,0.03797986891385713,0.02262112308308611,0.012800871578437215,0.007404165967913135,0.0050466010304283096,0.0033892452531350246,0.003176853326997923,0.002896041794771419,0.002746392103154599,0.0028632877280264923,0.0036172135576797134,0.005234827733989154,0.004358037760634964,0.002672295125496076,0.003028950518940832,0.0028771172228743503,0.0032898184638604252,0.0035959598077030057,0.004657919438388514,0.006656499804348945,0.012868272169116776,0.02218658579760342,0.029264666834367063,0.22941283167495521,0.5005611863435558
014508ccb9cb,0.044946367421928514,0.0204666849617949,0.01775025553526829,0.015747733988773202,0.012689265132259351,0.01135491363504167,0.010147832623400637,0.011112304271911183,0.01203501529234189,0.014132989703019466,0.017040324857911047,0.023298453265875343,0.027858316131926228,0.02541631368992427,0.014886669609793686,0.016505391098221692,0.011062589238482804,0.014860817792410929,0.010422259607925288,0.01190774480676524,0.014590368010560548,0.017774118751313912,0.019657324217580895,0.018305075308328998,0.23433678156800533,0.35169408947903585
0151781fe50b,0.03276602427164609,0.01683266957600858,0.01231575012206992,0.007651646931965903,0.0049829483032224975,0.003542900085449106,0.0029859542846678738,0.0030018488566079774,0.0031808217366535445,0.003677686055501185,0.0044749577840167845,0.00592486063639304,0.007912317911783602,0.008308410644530986,0.004540761311848814,0.006050427754719859,0.0033496220906574455,0.00546773274739566,0.003201166788736877,0.0038623809814451898,0.005447705586751128,0.008836110432942428,0.013174057006835518,0.016232808430989065,0.550871849060041,0.26140658060708805
